id	name	alias	fl
20001155-1	Hiroki Koganezawa	Hiroki Koganezawa	fl. 1984
20001158-1	Gloria Abad	Gloria Abad	fl. 1996
20001159-1	T.K. Abraham	T.K. Abraham	fl. 1996
20001160-1	Gerard C. Adams	Gerard C. Adams	fl. 1996
20001161-1	M.P. Balakrishnan	M.P. Balakrishnan	fl. 1996
20001162-1	Kirti Bhalla	Kirti Bhalla	fl. 1996
20001163-1	Sharon A. Cantrell	Sharon A. Cantrell	fl. 1996
20001164-1	Heng Sheng Cao	Heng Sheng Cao	fl. 1996
20001165-1	Supranee Chinabut	Supranee Chinabut	fl. 1995
20001166-1	T.P. Feibelman	T.P. Feibelman	fl. 1996
20001168-1	Xiao Dan Fang	Xiao Dan Fang	fl. 1994
20001170-1	H. Freiesleben	H. Freiesleben	fl. 1996
20001171-1	Toshimitsu Fukiharu	Toshimitsu Fukiharu	fl. 1995
20001172-1	Alan C. Gange	Alan C. Gange	fl. 1996
20001173-1	Andreas Gminder	Andreas Gminder	fl. 1995
20001174-1	Roland Guderley	Roland Guderley	fl. 1996
20001176-1	Siraj Hasan	Siraj Hasan	fl. 1996
20001178-1	Jie He	Jie He	fl. 1995
20001179-1	P. Hériveau	P. Hériveau	fl. 1995
20001180-1	Antonio Hernández Gutiérrez	Antonio Hernández Gutiérrez	fl. 1996
20001181-1	 Huan	 Huan	fl. 1995
20001183-1	Helle Järv	Helle Järv	fl. 1995
20001184-1	Eric M. Johnson	Eric M. Johnson	fl. 1996
20001186-1	 Källsten	 Källsten	fl. 1994
20001187-1	Päivi Karhula	Päivi Karhula	fl. 1996
20001188-1	A.N. Khalid	A.N. Khalid	fl. 1996
20001189-1	R.N. Kharwar	R.N. Kharwar	fl. 1996
20001191-1	Yi Bo Li	Yi Bo Li	fl. 1994
20001192-1	Marcos Lizárraga	Marcos Lizárraga	fl. 1996
20001193-1	 Kormilizina	 Kormilizina	fl. 1971
20001194-1	A.J.M. Garjeanne	A.J.M. Garjeanne	fl. 1911
20001195-1	 Ciaglinski	 Ciaglinski	fl. 1893
20001196-1	 Hewelke	 Hewelke	fl. 1893
20001198-1	Wilhelm Moritz Keferstein	Wilhelm Moritz Keferstein	1833-1870
20001200-1	J.-B. Carnoy	J.-B. Carnoy	fl. 1870
20001201-1	 Kitahara	 Kitahara	fl. 1950
20001202-1	H. Lyr	H. Lyr	fl. 1954
20001203-1	S.A. Kulik	S.A. Kulik	fl. 1960
20001204-1	Victoria Cavara	Victoria Cavara	fl. 1913
20001205-1	Francisco Leandro Alonso Jiménez	Francisco Leandro Alonso Jiménez|F.L. Alonso	fl. 1996
20001206-1	Abdullah H. Al-Saadoon	Abdullah H. Al-Saadoon	fl. 1996
20001207-1	José Arenas M.	José Arenas M.	fl. 1996
20001208-1	Charles W. Bacon	Charles W. Bacon	fl. 1996
20001209-1	Uwe Becker	Uwe Becker	fl. 1999
20001210-1	Sanette Boshoff	Sanette Boshoff	fl. 1996
20001211-1	S.O. Cacciola	S.O. Cacciola	fl. 1996
20001212-1	Thomas D. Bruns	Thomas D. Bruns	fl. 1996
20001213-1	Cecilia C. Carmarán	Cecilia C. Carmarán	fl. 1996
20001214-1	Santiago Chacón	Santiago Chacón	fl. 1996
20001215-1	Gilberto Coelho	Gilberto Coelho	fl. 1996
20001216-1	P. Della-Latta	P. Della-Latta	fl. 1996
20001218-1	Grant Duke	Grant Duke	fl. 1996
20001219-1	L. Emel	L. Emel	fl. 1921
20001220-1	Salvatore Frisullo	Salvatore Frisullo	fl. 1996
20001221-1	K.K. Gadpandey	K.K. Gadpandey	fl. 1996
20001222-1	J. García-Jiménez	J. García-Jiménez	fl. 1996
20001223-1	Mark Goettel	Mark Goettel	fl. 1996
20001224-1	Erhard Halmschlager	Erhard Halmschlager	fl. 1996
20001225-1	Claudia Hartmann	Claudia Hartmann	fl. 1996
20001226-1	Alan E. Hills	Alan E. Hills	fl. 1996
20001227-1	Ottmar Holdenrieder	Ottmar Holdenrieder	fl. 1996
20001230-1	Surinder Kaur	Surinder Kaur	fl. 1996
20001231-1	Annette Kretzer	Annette Kretzer	fl. 1996
20001232-1	Luc Lenaerts	Luc Lenaerts	fl. 1996
20001234-1	Zuo Yi Liu	Zuo Yi Liu	fl. 1996
20001235-1	P. Lambley	P. Lambley	fl. 1997
20001236-1	Wolfgang Klofac	Wolfgang Klofac	fl. 1996
20001237-1	Jeremy A. Klaasen	Jeremy A. Klaasen	fl. 1996
20001238-1	Stephen A. James	Stephen A. James	fl. 1997
20001239-1	Karen W. Hughes	Karen W. Hughes	fl. 1997
20001240-1	Wai Hong Ho	Wai Hong Ho|Wellcome Ho	fl. 1996
20001241-1	Wilhelm Härtl	Wilhelm Härtl	fl. 1996
20001242-1	Shun Xing Guo	Shun Xing Guo	fl. 1996
20001243-1	Renate Grünert	Renate Grünert	fl. 1996
20001244-1	Helmut Grünert	Helmut Grünert	fl. 1996
20001245-1	Antonio Gennari	Antonio Gennari	fl. 1997
20001247-1	Donald M. Ferrin	Donald M. Ferrin	fl. 1997
20001248-1	U. Feiler	U. Feiler	fl. 1995
20001249-1	Raymond M. Fatto	Raymond M. Fatto	fl. 1996
20001250-1	Franklin Escalona	Franklin Escalona	fl. 1997
20001252-1	D.W. Dickson	D.W. Dickson	fl. 1996
20001253-1	Cony Decock	Cony Decock	fl. 1997
20001253-2	Jennifer A. Tate	Jennifer A. Tate	fl. 2003
20001254-1	Frank Creutzburg	Frank Creutzburg	fl. 1994
20001254-2	Heidi M. Meudt	Heidi M. Meudt	fl. 2003
20001256-1	Giovanni Consiglio	Giovanni Consiglio	fl. 1996
20001257-1	Matthew D. Collins	Matthew D. Collins	fl. 1997
20001258-1	Kuei Yu Chen	Kuei Yu Chen	fl. 1996
20001259-1	Richard D. Cartwright	Richard D. Cartwright	fl. 1997
20001260-1	Jun Peng Cai	Jun Peng Cai	fl. 1997
20001261-1	Thomas Brückner	Thomas Brückner	fl. 1996
20001262-1	Susan M. Bower	Susan M. Bower	fl. 1987
20001263-1	Daniele Bolognini	Daniele Bolognini	fl. 1996
20001265-1	John Blue	John Blue	fl. 1997
20001266-1	H.D. Bhartiya	H.D. Bhartiya	fl. 1996
20001267-1	Franz Berger	Franz Berger	fl. 1996
20001268-1	Momcilo Arsenijevic	Momcilo Arsenijevic	fl. 1996
20001269-1	Freda Anderson	Freda Anderson	fl. 1996
20001270-1	Michael P. Amaranthus	Michael P. Amaranthus	fl. 1996
20001271-1	Alick Henrici	Alick Henrici	fl. 1998
20001273-1	V. Castañera	V. Castañera	fl. 1996
20001275-1	J. Lambourdière	J. Lambourdière	fl. 1996
20001276-1	Chao Hsuan Chung	Chao Hsuan Chung	fl. 1997
20001278-1	Eugénie Delanoë	Eugénie Delanoë|Mme Delanoë|Eugénie Rubinstein|Eugénie Rubinstein-Delanoë	1887-1951
20001279-1	 Barcaccia	 Barcaccia	fl. 1996
20001280-1	Fernando A. Fernández	Fernando A. Fernández	fl. 1996
20001281-1	N. Ahmed	N. Ahmed	fl. 1996
20001283-1	 Beeynck	 Beeynck	fl. 1853
20001284-1	Y.Hui Cheng	Y.Hui Cheng	fl. 1977
20001285-1	V.C. Green	V.C. Green	fl. 1958
20001286-1	Katherine B. Burch	Katherine B. Burch	fl. 1987
20001287-1	M. Lôbo	M. Lôbo	fl. 1986
20001288-1	 Kitunen	 Kitunen	fl. 1922
20001289-1	L.M. Koloschina	L.M. Koloschina	fl. 1951
20001292-1	B.A. LePage	B.A. LePage	fl. 1998
20001293-1	Olice H.K. Lee	Olice H.K. Lee	fl. 1998
20001294-1	Takashi Kuroyanagi	Takashi Kuroyanagi	fl. 1998
20001295-1	M. Jaquenoud	M. Jaquenoud	fl. 1976
20001296-1	Walter Michael Jaklitsch	Walter Michael Jaklitsch	1961-
20001297-1	Elena Ivanova Ilieva	Elena Ivanova Ilieva	fl. 1998
20001298-1	Sonja Idzerda	Sonja Idzerda	fl. 1997
20001299-1	Inés Ibáñez	Inés Ibáñez	fl. 1998
20001300-1	George W. Hudler	George W. Hudler	fl. 1998
20001301-1	Pilar Hoyo	Pilar Hoyo	fl. 1998
20001302-1	Tetsuo Higashi	Tetsuo Higashi	fl. 1997
20001304-1	Jacob Heilmann-Clausen	Jacob Heilmann-Clausen	fl. 1998
20001305-1	Vladislav I. Gulis	Vladislav I. Gulis	fl. 1998
20001306-1	Javier Gómez Fernández	Javier Gómez Fernández	fl. 1998
20001307-1	Delphine Galland	Delphine Galland	fl. 1998
20001308-1	Philipp Franken	Philipp Franken	fl. 1998
20001309-1	Miroslav Flieger	Miroslav Flieger	fl. 1998
20001310-1	Guillaume Eyssartier	Guillaume Eyssartier	fl. 1998
20001311-1	D.K. Dwivedi	D.K. Dwivedi	fl. 1998
20001312-1	Dail L. Dunaway	Dail L. Dunaway	fl. 1998
20001313-1	Hubert Dulieu	Hubert Dulieu	fl. 1998
20001314-1	Diana Dokmetzian	Diana Dokmetzian	fl. 1995
20001315-1	Sandra Denman	Sandra Denman	fl. 1998
20001316-1	Mariette S. Cole	Mariette S. Cole	fl. 1998
20001317-1	Asya S. Buchalo	Asya S. Buchalo	fl. 1998
20001318-1	François Brunelli	François Brunelli	fl. 1997
20001319-1	Renato Brotzu	Renato Brotzu	fl. 1998
20001320-1	B.A. Borisov	B.A. Borisov	fl. 1997
20001356-2	L. Conticello	L. Conticello	fl. 2004
20001357-2	M.B. Cerazo	M.B. Cerazo	fl. 2004
20001422-1	Giuseppina Alongi	Giuseppina Alongi	fl. 1996
20001423-1	Stuart J. Campbell	Stuart J. Campbell	fl. 1992
20001424-1	Rachael Cowling	Rachael Cowling	fl. 1998
20001425-1	K.S. Edyvane	K.S. Edyvane	fl. 1993
20001426-1	Helen Judith Foard	Helen Judith Foard	fl. 1993
20001427-1	 Koh	 Koh	fl. 1987
20001428-1	 Notoya	 Notoya	fl. 1974
20001429-1	R.P. Reading	R.P. Reading	fl. 1987
20001430-1	Anne Frances Withell	Anne Frances Withell	fl. 1994
20001431-1	Léopold Rodriguez	Léopold Rodriguez	1893-
20001432-1	Helena Šípošová	Helena Šípošová	1950-
20001433-1	Susana García	Susana García	fl. 2004
20001434-1	Alicia N. Massa	Alicia N. Massa	fl. 2004
20001435-1	Peter Lechner	Peter Lechner	fl. 1998
20001436-1	Gerhard Jantschgi	Gerhard Jantschgi	fl. 1998
20001437-1	Christopher Ross Hardy	Christopher Ross Hardy	1971-
20001438-1	Benjamin M. Torke	Benjamin M. Torke	fl. 2004
20001439-1	Francisco René Sánchez Barra	Francisco René Sánchez Barra	fl. 2003
20001440-1	Dong Im Seok	Dong Im Seok	fl. 2004
20001441-1	R.C. Turner	R.C. Turner	fl. 2004
20001442-1	Kim Blaxland	Kim Blaxland	1941-2011
20001443-1	Fabián Font	Fabián Font	fl. 2001
20001444-1	Michel Allard	Michel Allard	fl. 2004
20001445-1	Jian Tao Yin	Jian Tao Yin	
20001446-1	Horst Kuenzler	Horst Kuenzler	fl. 1999
20001447-1	Traute Oldach	Traute Oldach	fl. 1999
20001448-1	Zeng Lai Xu	Zeng Lai Xu	fl. 2004
20001449-1	Hassan Amirabadizadeh	Hassan Amirabadizadeh	fl. 2004
20001450-1	Mohammad Ali Ghahremani	Mohammad Ali Ghahremani	fl. 2004
20001452-1	Ralf Becker	Ralf Becker	fl. 2004
20001453-1	Somran Suddee	Somran Suddee	fl. 2004
20001454-1	Tomás Rodríguez-Riaño	Tomás Rodríguez-Riaño	fl. 2004
20001455-1	Chaya Deori	Chaya Deori	1974-
20001456-1	Hansjörg Jucker	Hansjörg Jucker	fl. 2004
20001457-1	Lubomír Berka	Lubomír Berka	fl. 2004
20001458-1	Francisco Bruno Navarro	Francisco Bruno Navarro|Francisco Bruno Navarro Reyes	1973-
20001459-1	V.N. Suárez-Santiago	V.N. Suárez-Santiago	fl. 2004
20001459-2	José Alberto Castillo	José Alberto Castillo|A. Castillo	1951-
20001460-1	Ė.O. Seman	Ė.O. Seman	fl. 1968
20001460-2	Qing Wen Zeng	Qing Wen Zeng	1963-2012
20001461-1	Jeanmaire E. Molina	Jeanmaire E. Molina	fl. 2004
20001461-2	Estelle Brink	Estelle Brink	1936-
20001462-1	Zdeněk Zvolánek	Zdeněk Zvolánek	fl. 2004
20001462-2	Seishi Hirayama	Seishi Hirayama	fl. 2004
20001463-1	Dieter Waldeis	Dieter Waldeis	fl. 1999
20001463-2	G. Monnier	G. Monnier	fl. 2004
20001464-1	M. Grillo	M. Grillo	fl. 2004
20001464-2	John F. Jusczak	John F. Jusczak	fl. 2004
20001465-1	Adilva de S. Conceição	Adilva de S. Conceição	fl. 2001
20001465-2	L. Wilhelm	L. Wilhelm	fl. 2004
20001466-1	Sirri Yüzbașioğlu	Sirri Yüzbașioğlu|S. Yüzbașioğlu	fl. 2004
20001466-2	Eric C. Smidt	Eric C. Smidt	fl. 2004
20001467-1	Nikola Georgiev Arnaudov	Nikola Georgiev Arnaudov|N. Arnaudoff|N. Arnaudow	1887-1961
20001467-2	Cláudia Elena Carneiro	Cláudia Elena Carneiro	fl. 2004
20001468-1	Alex C. Wiedenhoeft	Alex C. Wiedenhoeft	fl. 2004
20001468-2	Antonio Furlan	Antonio Furlan	fl. 2004
20001469-1	Ross A. McCauley	Ross A. McCauley	fl. 2004
20001470-1	Emerson Antônio Rocha	Emerson Antônio Rocha	fl. 2002
20001471-1	Sybille Wenker	Sybille Wenker	fl. 1990
20001472-1	José M. Bonifacino	José M. Bonifacino	fl. 2004
20001473-1	Guilhem Mansion	Guilhem Mansion	fl. 2004
20001474-1	Zheng Ren Chen	Zheng Ren Chen	fl. 2003
20001475-1	Da Wei Xue	Da Wei Xue	fl. 2004
20001476-1	M.Alejandra Jaramillo	M.Alejandra Jaramillo	fl. 2004
20001477-1	Dirk C. Albach	Dirk C. Albach	fl. 2004
20001570-2	Sung Oh Yu	Sung Oh Yu	fl. 1981
20001571-2	Leo Hickey	Leo Hickey	1940-2013
20001580-1	Yi Feng Wang	Yi Feng Wang	fl. 1994
20001581-1	Hong Chun Zheng	Hong Chun Zheng	fl. 1992
20001673-2	John Bamberg	John Bamberg	fl. 2004
20001674-2	Sabina I. Lara Cabrera	Sabina I. Lara Cabrera	fl. 2004
20001675-2	Robert J. Hijmans	Robert J. Hijmans	fl. 2004
20001676-2	Ronald G. van den Berg	Ronald G. van den Berg	fl. 2004
20001683-1	Lindolopho Capellari	Lindolopho Capellari	fl. 2003
20001684-1	Zhong Ling Liu	Zhong Ling Liu	1953-
20001685-1	V.Thomas Parker	V.Thomas Parker	fl. 2004
20001686-1	Zhong Zhen Zhao	Zhong Zhen Zhao	1957-
20001687-1	M.I. Romero	M.I. Romero|María Inmaculada Romero Bujián	fl. 2004
20001688-1	Esther F. Mvungi	Esther F. Mvungi	fl. 2004
20001689-1	Daniela Santos Carneiro-Torres	Daniela Santos Carneiro-Torres	fl. 2004
20001690-1	Henrik Lantz	Henrik Lantz	fl. 2004
20001691-1	Y. Ran	Y. Ran	fl. 2004
20001692-1	K.R.W. Hammett	K.R.W. Hammett	fl. 2004
20001693-1	J.T. Truter	J.T. Truter	fl. 2004
20001694-1	Z.H. Swanevelder	Z.H. Swanevelder	fl. 2004
20001695-1	Eleftherios Kalpoutzakis	Eleftherios Kalpoutzakis	fl. 2004
20001696-1	Ahmad Reza Khosravi	Ahmad Reza Khosravi	1959-
20001697-1	Behnam Hamzehee	Behnam Hamzehee	fl. 2003
20001698-1	Liang Xu	Liang Xu	fl. 2004
20001699-1	Gregory M. Plunkett	Gregory M. Plunkett	1965-
20001700-1	Walter Pieper	Walter Pieper|Alexander Joseph Walter Pieper	1896-
20001701-1	Annie Marin	Annie Marin	fl. 1962
20001702-1	John N. Gerard	John N. Gerard	1844-1924
20001703-1	Pierre Cornuault	Pierre Cornuault	1856-
20001704-1	S.J. Walker	S.J. Walker	fl. 1989
20001705-1	K.M. Lloyd	K.M. Lloyd	fl. 2004
20001706-1	W. Savage	W. Savage	fl. 2004
20001707-1	Narendra Mohan Dutta	Narendra Mohan Dutta	fl. 1965
20001708-1	Jill Maria Macklin	Jill Maria Macklin	1971-
20001709-1	Jian Wen Shao	Jian Wen Shao	fl. 2004
20001710-1	Kenju Imai	Kenju Imai	fl. 2004
20001711-1	Kunio Kayama	Kunio Kayama	fl. 2004
20001712-1	Takuo Takara	Takuo Takara	fl. 2004
20001713-1	Daniel Guillot Ortiz	Daniel Guillot Ortiz|Daniel Guillot	fl. 2004
20001714-1	Piet Van der Meer	Piet Van der Meer	fl. 2004
20001778-2	Hank Oppenheimer	Hank Oppenheimer	fl. 2004
20001816-1	Jane Herbert	Jane Herbert	1975-
20001817-1	Mong Huai Su	Mong Huai Su	fl. 2004
20001818-1	Paul O. Downey	Paul O. Downey	fl. 2004
20001819-1	Carol A. Wilson	Carol A. Wilson	fl. 2004
20001880-2	Hieu Quang Nguyen	Hieu Quang Nguyen	fl. 2004
20001881-2	Ricardo J. Haroun	Ricardo J. Haroun	fl. 2004
20001882-2	Marian Ørgaard	Marian Ørgaard|Marian Oergaard	fl. 1991
20001883-2	J. Daniel Tejero-Díez	J. Daniel Tejero-Díez	fl. 2004
20001884-2	Michael A. Sundue	Michael A. Sundue	1975-
20001885-2	Roosevelt García-Villacorta	Roosevelt García-Villacorta	1975-
20001886-2	M. Lucia Vázquez	M. Lucia Vázquez	fl. 2004
20001887-2	Monique Chalopin	Monique Chalopin	fl. 2003
20001888-2	A.C. Tangavelou	A.C. Tangavelou	fl. 2003
20001889-2	David Rignon	David Rignon	fl. 2003
20001890-2	Laurence Rignon	Laurence Rignon	fl. 2003
20001891-2	Belisario Díaz de Romero Asturizaga	Belisario Díaz de Romero Asturizaga|B.D. Romero	1870-1940
20001892-2	Arvind Saklani	Arvind Saklani	fl. 2003
20001893-2	Nadja Diane	Nadja Diane	fl. 2003
20001921-1	Johan Axel Hugo Samzelius	Johan Axel Hugo Samzelius|Hugo Samzelius	1867-1918
20001995-2	Giorgio Perazza	Giorgio Perazza	fl. 2003
20001996-2	Daniele Doro	Daniele Doro	fl. 2003
20001997-2	Wolfgang Ströhle	Wolfgang Ströhle	fl. 2003
20001998-2	A.Edward Salgado	A.Edward Salgado	fl. 2003
20002023-1	Seyed Mohammad Mahdi Hamdi	Seyed Mohammad Mahdi Hamdi	1963-
20002024-1	Michelle McMahon	Michelle McMahon	fl. 2004
20002025-1	Christian Wilhelm Ludwig Eduard Suffrian	Christian Wilhelm Ludwig Eduard Suffrian	1805-1876
20002026-1	Grzegorz F. Matuszewski	Grzegorz F. Matuszewski	fl. 2004
20002027-1	Yu Shi Ye	Yu Shi Ye	fl. 2004
20002028-1	Makoto Kato	Makoto Kato	fl. 2004
20002029-1	Markku Häkkinen	Markku Häkkinen	1946-2015
20002100-2	Silvana H. N. Monteiro	Silvana H. N. Monteiro	fl. 2003
20002131-1	Alexey Petrovich Seregin	Alexey Petrovich Seregin	1983-
20002132-1	Shizuka Fuse	Shizuka Fuse	fl. 2004
20002133-1	Alexander Alexandrovich Notov	Alexander Alexandrovich Notov	fl. 2004
20002134-1	M. Matthes-Leicht	M. Matthes-Leicht	fl. 2001
20002135-1	R. Dadant	R. Dadant	fl. 1950
20002136-1	P.K. Dixit	P.K. Dixit	fl. 2002
20002137-1	Li Huei Hsieh	Li Huei Hsieh	fl. 2001
20002138-1	Marion Grace Parsons	Marion Grace Parsons	fl. 1999
20002140-1	Sanjay Khare	Sanjay Khare	fl. 1991
20002141-1	A.P. Bhattacharyya	A.P. Bhattacharyya	fl. 1986
20002142-1	Ya Hui Zheng	Ya Hui Zheng	fl. 1999
20002143-1	H. Wolff	H. Wolff	fl. 1935
20002144-1	P. Haseldonckx	P. Haseldonckx	fl. 1973
20002145-1	Skye Thomas-Hall	Skye Thomas-Hall	fl. 2002
20002146-1	Vu Nguyen Thanh	Vu Nguyen Thanh	fl. 2002
20002147-1	Li Zhong Zhao	Li Zhong Zhao	fl. 2002
20002148-1	Jing Yu	Jing Yu	fl. 2002
20002149-1	Bin Yang	Bin Yang	fl. 2002
20002151-1	Anne-Maree Bridget Oliver	Anne-Maree Bridget Oliver	fl. 2002
20002152-1	N.K. Misra	N.K. Misra	fl. 1990
20002153-1	Liu Cao	Liu Cao	fl. 1994
20002154-1	Zhi Chen Song	Zhi Chen Song	fl. 1994
20002155-1	Ll. Escànez	Ll. Escànez	fl. 1999
20002156-1	Raj Kumar	Raj Kumar	fl. 1999
20002157-1	Ana Cecilia Tomasini-Ortiz	Ana Cecilia Tomasini-Ortiz	fl. 1989
20002159-1	C. Hartkopf-Fröder	C. Hartkopf-Fröder	fl. 1998
20002161-1	Wilbert G. Flier	Wilbert G. Flier	fl. 2002
20002162-1	C.F.C. Gibas	C.F.C. Gibas	fl. 2002
20002163-1	R.G. Vitale	R.G. Vitale	fl. 2002
20002165-1	C. Vaillant	C. Vaillant	fl. 2001
20002166-1	P. Nguyen Van	P. Nguyen Van	fl. 2001
20002167-1	Ai Lin Zhang	Ai Lin Zhang	fl. 2002
20002168-1	Paolo Cazzoli	Paolo Cazzoli	fl. 1998
20002170-1	M. Souché	M. Souché	fl. 1905
20002171-1	James (E.) Johnson	James (E.) Johnson	fl. 2001
20002172-1	Sadayoshi Uehara	Sadayoshi Uehara	fl. 2001
20002173-1	Hong Zhi Miao	Hong Zhi Miao	fl. 1999
20002176-1	Alla V. Pljusch	Alla V. Pljusch	fl. 2000
20002177-1	G. Lekha	G. Lekha	fl. 2001
20002178-1	M. Soosamma	M. Soosamma	fl. 2001
20002179-1	Denise Dornelo-Silva	Denise Dornelo-Silva	fl. 2001
20002180-1	Ruth Aldana-Gómez	Ruth Aldana-Gómez	fl. 2001
20002181-1	Y. Vaidya	Y. Vaidya	fl. 2001
20002182-1	L. Prasad	L. Prasad	fl. 2001
20002183-1	Vimal Waingankar	Vimal Waingankar	fl. 2001
20002184-1	K.N. Sreekala	K.N. Sreekala	fl. 2001
20002185-1	Omar Paino Perdomo-Sánchez	Omar Paino Perdomo-Sánchez	fl. 2001
20002186-1	Manuela Baumgartner	Manuela Baumgartner	fl. 2001
20002187-1	Lorena Alejandra Elíades	Lorena Alejandra Elíades	fl. 2002
20002188-1	D. de Little	D. de Little	fl. 2000
20002189-1	Wipornpan Photita	Wipornpan Photita	fl. 2000
20002191-1	David R. Davies	David R. Davies	fl. 2001
20002192-1	Barry J. Thomas	Barry J. Thomas	fl. 2001
20002193-1	Susumu Mitani	Susumu Mitani	fl. 2000
20002194-1	Renato Westermeier	Renato Westermeier	fl. 2000
20002195-1	Elisa (R.) Parodi	Elisa (R.) Parodi	fl. 2000
20002196-1	Ingo Maier	Ingo Maier	fl. 2000
20002197-1	William J. Neill	William J. Neill	fl. 2001
20002198-1	Denis Wheller	Denis Wheller	fl. 2001
20002199-1	Helen Hodgson	Helen Hodgson	fl. 2001
20002202-1	A. Garret	A. Garret	fl. 1999
20002202-2	George Percival Baker	George Percival Baker	1856-1951
20002203-1	D. de la Quintana	D. de la Quintana	fl. 1999
20002204-1	P. Hanson	P. Hanson	fl. 1999
20002205-1	James G. Dickson	James G. Dickson	fl. 1949
20002206-1	Mário Gadanho	Mário Gadanho	fl. 2001
20002207-1	Svetlana Tchabanenko	Svetlana Tchabanenko	fl. 2001
20002208-1	Julia Kerrigan	Julia Kerrigan	fl. 2001
20002209-1	T.U. Dalisay	T.U. Dalisay	 -2000
20002210-1	Feky R. Mantiri	Feky R. Mantiri	fl. 2000
20002212-1	Carmen Mueller	Carmen Mueller	fl. 2000
20002213-1	Adrana I. Hladki	Adrana I. Hladki	fl. 2001
20002215-1	Pradeep Kumar Divakar	Pradeep Kumar Divakar	1973-
20002216-1	Hui Deng	Hui Deng	fl. 2002
20002217-1	Myriam Del Valle Catania	Myriam Del Valle Catania	fl. 2001
20002218-1	Murray H. Colbo	Murray H. Colbo	fl. 2001
20002219-1	Gregorio Delgado-Rodríguez	Gregorio Delgado-Rodríguez	fl. 2001
20002221-1	Victor Demange	Victor Demange	1870-1940
20002223-1	Jarle W. Bjerke	Jarle W. Bjerke	fl. 1999
20002225-1	William R. McManus	William R. McManus	fl. 2001
20002226-1	Gopala Prabhu Rajkumar	Gopala Prabhu Rajkumar|Gopala Prabhu Raj Kumar	fl. 2001
20002228-1	Lin Hai Chen	Lin Hai Chen	fl. 1999
20002229-1	Shunsuke Hayashi	Shunsuke Hayashi	fl. 2001
20002230-1	Yasunori Ono	Yasunori Ono	fl. 2001
20002231-1	Makoto Ishihara	Makoto Ishihara	fl. 2001
20002232-1	Tomoko Narumi	Tomoko Narumi	fl. 2001
20002233-1	Kaori Ishimiya	Kaori Ishimiya	fl. 2001
20002234-1	Susan A. Kirk	Susan A. Kirk	fl. 2001
20002235-1	Xiao Hui Zheng	Xiao Hui Zheng	fl. 2000
20002236-1	Paola Andrea Rodríguez	Paola Andrea Rodríguez	fl. 2000
20002237-1	Marco Papa	Marco Papa	fl. 2000
20002238-1	Nguyen Lan Dung	Nguyen Lan Dung	fl. 2000
20002239-1	Pham Van Ty	Pham Van Ty	fl. 2000
20002240-1	Dao Thi Luong	Dao Thi Luong	fl. 2000
20002241-1	L.V. Zvereva	L.V. Zvereva	fl. 2000
20002242-1	Michael V. Pivkin	Michael V. Pivkin	fl. 2000
20002243-1	Håkan Berglund	Håkan Berglund	fl. 2000
20002244-1	Qing He	Qing He	fl. 2000
20002245-1	Ping Gen Xi	Ping Gen Xi	fl. 2000
20002246-1	Takane Nakayama	Takane Nakayama	fl. 2000
20002247-1	Xu Dong Zhou	Xu Dong Zhou	fl. 2000
20002248-1	Gerardo Robledo	Gerardo Robledo	fl. 2000
20002249-1	Bernardo Ernesto Lechner	Bernardo Ernesto Lechner	fl. 2000
20002250-1	Sherri A. Angels	Sherri A. Angels	fl. 2000
20002251-1	José R. Hernández	José R. Hernández	fl. 2000
20002252-1	Jeerapun Worapong	Jeerapun Worapong	fl. 2001
20002253-1	Ester Gaya	Ester Gaya	fl. 2001
20002255-1	Veturia L. Oliveira	Veturia L. Oliveira	fl. 2000
20002257-1	María C. González	María C. González	fl. 2000
20002258-1	M. Catherine Aime	M. Catherine Aime	fl. 2000
20002259-1	Sheng Lan Wang	Sheng Lan Wang	fl. 2000
20002260-1	W. Pusswald	W. Pusswald	fl. 2000
20002261-1	Juventino García	Juventino García	fl. 1995
20002262-1	Anju Ojha	Anju Ojha	fl. 2000
20002263-1	Tsing Lien Chen	Tsing Lien Chen	fl. 1945
20002264-1	Antonio Testoni	Antonio Testoni	fl. 2000
20002265-1	Roberto Flores Arzù	Roberto Flores Arzù	fl. 2000
20002266-1	Atik Retnowati	Atik Retnowati	fl. 1999
20002269-1	Mikiko Kawai	Mikiko Kawai	fl. 2000
20002271-1	Shan Lin Zhang	Shan Lin Zhang	fl. 2000
20002272-1	Xiu Rong Chen	Xiu Rong Chen	fl. 2000
20002273-1	Juan L. Mata	Juan L. Mata	fl. 2000
20002274-1	Nina Shishkoff	Nina Shishkoff	fl. 2000
20002275-1	B.R. Graham	B.R. Graham	fl. 1995
20002276-1	Andrew W. Claridge	Andrew W. Claridge	fl. 2000
20002277-1	Colleen A. Murphy	Colleen A. Murphy	fl. 2000
20002278-1	Jamie J. Cannone	Jamie J. Cannone	fl. 2000
20002279-1	Kelly White	Kelly White	fl. 2000
20002280-1	Masaharu Kubota	Masaharu Kubota	fl. 2001
20002283-1	A. Moharrery	A. Moharrery	fl. 1999
20002284-1	M. Haajian	M. Haajian	fl. 1999
20002285-1	Fabienne Lapeyre	Fabienne Lapeyre	fl. 2000
20002286-1	Felix Schumm	Felix Schumm	fl. 2001
20002287-1	E.E. Terenina	E.E. Terenina	fl. 2000
20002288-1	G.A. Lisichkina	G.A. Lisichkina	fl. 2000
